WHERE	SUB	KIND	Transliteration	Transcreation	Machine translated	Confused	untranslatable	method	filename	filetype	location	parent	name	type	property	unique_id	text	translation	DESCRIPTION	Comments
Items	Backpacks/Backpack_Jaeger_Black	name	0	0	1	0	0	ignore	Items/Backpacks/Backpack_Jaeger/Backpack_Jaeger_Black	tres					display		Jääkäri BP.	Jääkäri BP.		
Items	Backpacks/Backpack_Jaeger_Black	type	0	0	1	0	0	ignore	Items/Backpacks/Backpack_Jaeger/Backpack_Jaeger_Black	tres					type		Backpack	Mochila		
Items	Backpacks/Backpack_Jaeger_Brown	name	0	0	1	0	0	substr	Items/Backpacks/Backpack_Jaeger/Backpack_Jaeger_Brown	tres					name		Jääkäri Backpack (Brown)	Mochila Jääkäri (Castanha)		
Items	Backpacks/Backpack_Jaeger_Brown	name	0	0	1	0	0	ignore	Items/Backpacks/Backpack_Jaeger/Backpack_Jaeger_Brown	tres					inventory		Jääkäri BP.	Jääkäri BP.		
Items	Backpacks/Backpack_Jaeger_Brown	name	0	0	1	0	0	ignore	Items/Backpacks/Backpack_Jaeger/Backpack_Jaeger_Brown	tres					rotated		Jääkäri BP.	Jääkäri BP.		
Items	Backpacks/Backpack_Jaeger_Brown	name	0	0	1	0	0	ignore	Items/Backpacks/Backpack_Jaeger/Backpack_Jaeger_Brown	tres					equipment		Jääkäri BP.	Jääkäri BP.		
Items	Backpacks/Backpack_Jaeger_Brown	name	0	0	1	0	0	ignore	Items/Backpacks/Backpack_Jaeger/Backpack_Jaeger_Brown	tres					display		Jääkäri BP.	Jääkäri BP.		
Items	Backpacks/Backpack_Jaeger_Brown	type	0	0	1	0	0	ignore	Items/Backpacks/Backpack_Jaeger/Backpack_Jaeger_Brown	tres					type		Backpack	Mochila		
Items	Backpacks/Backpack_Jaeger_Green	name	0	0	1	0	0	substr	Items/Backpacks/Backpack_Jaeger/Backpack_Jaeger_Green	tres					name		Jääkäri Backpack (Green)	Mochila Jääkäri (verde)		
Items	Backpacks/Backpack_Jaeger_Green	name	0	0	1	0	0	ignore	Items/Backpacks/Backpack_Jaeger/Backpack_Jaeger_Green	tres					inventory		Jääkäri BP.	Jääkäri BP.		
Items	Backpacks/Backpack_Jaeger_Green	name	0	0	1	0	0	ignore	Items/Backpacks/Backpack_Jaeger/Backpack_Jaeger_Green	tres					rotated		Jääkäri BP.	Jääkäri BP.		
Items	Backpacks/Backpack_Jaeger_Green	name	0	0	1	0	0	ignore	Items/Backpacks/Backpack_Jaeger/Backpack_Jaeger_Green	tres					equipment		Jääkäri BP.	Jääkäri BP.		
Items	Backpacks/Backpack_Jaeger_Green	name	0	0	1	0	0	ignore	Items/Backpacks/Backpack_Jaeger/Backpack_Jaeger_Green	tres					display		Jääkäri BP.	Jääkäri BP.		
Items	Backpacks/Backpack_Jaeger_Green	type	0	0	1	0	0	ignore	Items/Backpacks/Backpack_Jaeger/Backpack_Jaeger_Green	tres					type		Backpack	Mochila		
Items	Backpacks/Backpack_Jaeger_M05	name	0	0	1	0	0	substr	Items/Backpacks/Backpack_Jaeger/Backpack_Jaeger_M05	tres					name		Jääkäri Backpack (M05)	Mochila Jääkäri (M05)		
Items	Backpacks/Backpack_Jaeger_M05	name	0	0	1	0	0	ignore	Items/Backpacks/Backpack_Jaeger/Backpack_Jaeger_M05	tres					inventory		Jääkäri BP.	Jääkäri BP.		
Items	Backpacks/Backpack_Jaeger_M05	name	0	0	1	0	0	ignore	Items/Backpacks/Backpack_Jaeger/Backpack_Jaeger_M05	tres					rotated		Jääkäri BP.	Jääkäri BP.		
Items	Backpacks/Backpack_Jaeger_M05	name	0	0	1	0	0	ignore	Items/Backpacks/Backpack_Jaeger/Backpack_Jaeger_M05	tres					equipment		Jääkäri BP.	Jääkäri BP.		
Items	Backpacks/Backpack_Jaeger_M05	name	0	0	1	0	0	ignore	Items/Backpacks/Backpack_Jaeger/Backpack_Jaeger_M05	tres					display		Jääkäri BP.	Jääkäri BP.		
Items	Backpacks/Backpack_Jaeger_M05	type	0	0	1	0	0	ignore	Items/Backpacks/Backpack_Jaeger/Backpack_Jaeger_M05	tres					type		Backpack	Mochila		
Items	Backpacks/Backpack_Nomad	name	0	0	1	0	0	substr	Items/Backpacks/Backpack_Nomad/Backpack_Nomad	tres					name		Nomad Backpack	Mochila Nomad		
Items	Backpacks/Backpack_Nomad	name	0	0	1	0	0	substr	Items/Backpacks/Backpack_Nomad/Backpack_Nomad	tres					inventory		Nomad BP.	Nomad BP.		
Items	Backpacks/Backpack_Nomad	name	0	0	1	0	0	ignore	Items/Backpacks/Backpack_Nomad/Backpack_Nomad	tres					rotated		Nomad BP.	Nomad BP.		
Items	Backpacks/Backpack_Nomad	name	0	0	1	0	0	ignore	Items/Backpacks/Backpack_Nomad/Backpack_Nomad	tres					equipment		Nomad BP.	Nomad BP.		
Items	Backpacks/Backpack_Nomad	name	0	0	1	0	0	ignore	Items/Backpacks/Backpack_Nomad/Backpack_Nomad	tres					display		Nomad BP.	Nomad BP.		
Items	Backpacks/Backpack_Nomad	type	0	0	1	0	0	ignore	Items/Backpacks/Backpack_Nomad/Backpack_Nomad	tres					type		Backpack	Mochila		
Items	Backpacks/Backpack_Patrol	name	0	0	1	0	0	substr	Items/Backpacks/Backpack_Patrol/Backpack_Patrol	tres					name		Patrol Backpack	Mochila de patrulha		
Items	Backpacks/Backpack_Patrol	name	0	0	1	0	0	substr	Items/Backpacks/Backpack_Patrol/Backpack_Patrol	tres					inventory		Patrol BP.	Patrulha BP.		
Items	Backpacks/Backpack_Patrol	name	0	0	1	0	0	ignore	Items/Backpacks/Backpack_Patrol/Backpack_Patrol	tres					rotated		Patrol BP.	Patrulha BP.		
Items	Backpacks/Backpack_Patrol	name	0	0	1	0	0	ignore	Items/Backpacks/Backpack_Patrol/Backpack_Patrol	tres					equipment		Patrol BP.	Patrulha BP.		
Items	Backpacks/Backpack_Patrol	name	0	0	1	0	0	ignore	Items/Backpacks/Backpack_Patrol/Backpack_Patrol	tres					display		Patrol BP.	Patrulha BP.		
Items	Backpacks/Backpack_Patrol	type	0	0	1	0	0	ignore	Items/Backpacks/Backpack_Patrol/Backpack_Patrol	tres					type		Backpack	Mochila		
Items	Backpacks/Duffel_Retro	name	0	0	1	0	0	substr	Items/Backpacks/Duffel_Retro/Duffel_Retro	tres					name		Duffel (Retro)	Mochila (Retro)		
Items	Backpacks/Duffel_Retro	name	0	0	1	0	0	substr	Items/Backpacks/Duffel_Retro/Duffel_Retro	tres					inventory		R. Duffel	R. Duffel		
Items	Backpacks/Duffel_Retro	name	0	0	1	0	0	ignore	Items/Backpacks/Duffel_Retro/Duffel_Retro	tres					rotated		R. Duffel	R. Duffel		
Items	Backpacks/Duffel_Retro	name	0	0	1	0	0	ignore	Items/Backpacks/Duffel_Retro/Duffel_Retro	tres					equipment		R. Duffel	R. Duffel		
Items	Backpacks/Duffel_Retro	name	0	0	1	0	0	ignore	Items/Backpacks/Duffel_Retro/Duffel_Retro	tres					display		R. Duffel	R. Duffel		
Items	Backpacks/Duffel_Retro	type	0	0	1	0	0	ignore	Items/Backpacks/Duffel_Retro/Duffel_Retro	tres					type		Backpack	Mochila		
Items	Belts	type	0	0	1	0	0	substr									Belt Pouch	Bolsa de cinto		
Items	Belts/Kukkaro_Black	name	0	0	1	0	0	substr	Items/Belts/Kukkaro/Kukkaro_Black	tres					name		Kukkaro (Black)	Kukkaro (Preto)		
Items	Belts/Kukkaro_Black	name	0	0	1	0	0	substr	Items/Belts/Kukkaro/Kukkaro_Black	tres					inventory		Kukkaro	Kukkaro		
Items	Belts/Kukkaro_Black	name	0	0	1	0	0	ignore	Items/Belts/Kukkaro/Kukkaro_Black	tres					rotated		Kukkaro	Kukkaro		
Items	Belts/Kukkaro_Black	name	0	0	1	0	0	ignore	Items/Belts/Kukkaro/Kukkaro_Black	tres					equipment		Kukkaro	Kukkaro		
Items	Belts/Kukkaro_Black	name	0	0	1	0	0	ignore	Items/Belts/Kukkaro/Kukkaro_Black	tres					display		Kukkaro	Kukkaro		
Items	Belts/Kukkaro_Black	type	0	0	1	0	0	ignore	Items/Belts/Kukkaro/Kukkaro_Black	tres					type		Belt Pouch	Bolsa de cinto		
Items	Belts/Kukkaro_Brown	name	0	0	1	0	0	substr	Items/Belts/Kukkaro/Kukkaro_Brown	tres					name		Kukkaro (Brown)	Kukkaro (Marrom)		
Items	Belts/Kukkaro_Brown	name	0	0	1	0	0	ignore	Items/Belts/Kukkaro/Kukkaro_Brown	tres					inventory		Kukkaro	Kukkaro		
Items	Belts/Kukkaro_Brown	name	0	0	1	0	0	ignore	Items/Belts/Kukkaro/Kukkaro_Brown	tres					rotated		Kukkaro	Kukkaro		
Items	Belts/Kukkaro_Brown	name	0	0	1	0	0	ignore	Items/Belts/Kukkaro/Kukkaro_Brown	tres					equipment		Kukkaro	Kukkaro		
Items	Belts/Kukkaro_Brown	name	0	0	1	0	0	ignore	Items/Belts/Kukkaro/Kukkaro_Brown	tres					display		Kukkaro	Kukkaro		
Items	Belts/Kukkaro_Brown	type	0	0	1	0	0	ignore	Items/Belts/Kukkaro/Kukkaro_Brown	tres					type		Belt Pouch	Bolsa de cinto		
Items	Belts/Kukkaro_Green	name	0	0	1	0	0	substr	Items/Belts/Kukkaro/Kukkaro_Green	tres					name		Kukkaro (Green)	Kukkaro (Verde)		
Items	Belts/Kukkaro_Green	name	0	0	1	0	0	ignore	Items/Belts/Kukkaro/Kukkaro_Green	tres					inventory		Kukkaro	Kukkaro		
Items	Belts/Kukkaro_Green	name	0	0	1	0	0	ignore	Items/Belts/Kukkaro/Kukkaro_Green	tres					rotated		Kukkaro	Kukkaro		
Items	Belts/Kukkaro_Green	name	0	0	1	0	0	ignore	Items/Belts/Kukkaro/Kukkaro_Green	tres					equipment		Kukkaro	Kukkaro		
Items	Belts/Kukkaro_Green	name	0	0	1	0	0	ignore	Items/Belts/Kukkaro/Kukkaro_Green	tres					display		Kukkaro	Kukkaro		
Items	Belts/Kukkaro_Green	type	0	0	1	0	0	ignore	Items/Belts/Kukkaro/Kukkaro_Green	tres					type		Belt Pouch	Bolsa de cinto		
Items	Belts/Kukkaro_M05	name	0	0	1	0	0	substr	Items/Belts/Kukkaro/Kukkaro_M05	tres					name		Kukkaro (M05)	Kukkaro (M05)		
Items	Belts/Kukkaro_M05	name	0	0	1	0	0	ignore	Items/Belts/Kukkaro/Kukkaro_M05	tres					inventory		Kukkaro	Kukkaro		
Items	Belts/Kukkaro_M05	name	0	0	1	0	0	ignore	Items/Belts/Kukkaro/Kukkaro_M05	tres					rotated		Kukkaro	Kukkaro		
Items	Belts/Kukkaro_M05	name	0	0	1	0	0	ignore	Items/Belts/Kukkaro/Kukkaro_M05	tres					equipment		Kukkaro	Kukkaro		
Items	Belts/Kukkaro_M05	name	0	0	1	0	0	ignore	Items/Belts/Kukkaro/Kukkaro_M05	tres					display		Kukkaro	Kukkaro		
Items	Belts/Kukkaro_M05	type	0	0	1	0	0	ignore	Items/Belts/Kukkaro/Kukkaro_M05	tres					type		Belt Pouch	Bolsa de cinto		
Items	Book	type	0	0	1	0	0	substr									Literature	Literatura		
Items	Book/Book_Children	name	0	0	1	0	0	substr	Items/Books/Book_Children	tres					name		Book (Children)	Livro (infantil)		
Items	Book/Book_Children	name	0	0	1	0	0	substr	Items/Books/Book_Children	tres					inventory		Children	Crianças	It is currently substr, but it may need to be promoted to Scope. (e.g., Cook Book or Cooking)	
Items	Book/Book_Children	name	0	0	1	0	0	ignore	Items/Books/Book_Children	tres					rotated		Children	Crianças	It is currently substr, but it may need to be promoted to Scope. (e.g., Cook Book or Cooking)	
Items	Book/Book_Children	name	0	0	1	0	0	ignore	Items/Books/Book_Children	tres					equipment		Children	Crianças	It is currently substr, but it may need to be promoted to Scope. (e.g., Cook Book or Cooking)	
Items	Book/Book_Children	name	0	0	1	0	0	ignore	Items/Books/Book_Children	tres					display		Children	Crianças	It is currently substr, but it may need to be promoted to Scope. (e.g., Cook Book or Cooking)	
Items	Book/Book_Children	type	0	0	1	0	0	ignore	Items/Books/Book_Children	tres					type		Literature	Literatura		
Items	Book/Book_Cooking	name	0	0	1	0	0	substr	Items/Books/Book_Cooking	tres					name		Book (Cooking)	Livro (Culinária)		
Items	Book/Book_Cooking	name	0	0	1	0	0	substr	Items/Books/Book_Cooking	tres					inventory		Cooking	Culinária	It is currently substr, but it may need to be promoted to Scope. (e.g., Cook Book or Cooking)	
Items	Book/Book_Cooking	name	0	0	1	0	0	ignore	Items/Books/Book_Cooking	tres					rotated		Cooking	Culinária	It is currently substr, but it may need to be promoted to Scope. (e.g., Cook Book or Cooking)	
Items	Book/Book_Cooking	name	0	0	1	0	0	ignore	Items/Books/Book_Cooking	tres					equipment		Cooking	Culinária	It is currently substr, but it may need to be promoted to Scope. (e.g., Cook Book or Cooking)	
Items	Book/Book_Cooking	name	0	0	1	0	0	ignore	Items/Books/Book_Cooking	tres					display		Cooking	Culinária	It is currently substr, but it may need to be promoted to Scope. (e.g., Cook Book or Cooking)	
Items	Book/Book_Cooking	type	0	0	1	0	0	ignore	Items/Books/Book_Cooking	tres					type		Literature	Literatura		
Items	Book/Book_Fishing	name	0	0	1	0	0	substr	Items/Books/Book_Fishing	tres					name		Book (Fishing)	Livro (Pesca)		
Items	Book/Book_Fishing	name	0	0	1	0	0	ignore	Items/Books/Book_Fishing	tres					inventory		Fishing	Pesca	It is currently substr, but it may need to be promoted to Scope. (e.g., Cook Book or Cooking)	
Items	Book/Book_Fishing	name	0	0	1	0	0	ignore	Items/Books/Book_Fishing	tres					rotated		Fishing	Pesca	It is currently substr, but it may need to be promoted to Scope. (e.g., Cook Book or Cooking)	
Items	Book/Book_Fishing	name	0	0	1	0	0	ignore	Items/Books/Book_Fishing	tres					equipment		Fishing	Pesca	It is currently substr, but it may need to be promoted to Scope. (e.g., Cook Book or Cooking)	
Items	Book/Book_Fishing	name	0	0	1	0	0	ignore	Items/Books/Book_Fishing	tres					display		Fishing	Pesca	It is currently substr, but it may need to be promoted to Scope. (e.g., Cook Book or Cooking)	
Items	Book/Book_Fishing	type	0	0	1	0	0	ignore	Items/Books/Book_Fishing	tres					type		Literature	Literatura		
Items	Book/Book_Religion	name	0	0	1	0	0	substr	Items/Books/Book_Religion	tres					name		Book (Religion)	Livro (Religião)		
Items	Book/Book_Religion	name	0	0	1	0	0	substr	Items/Books/Book_Religion	tres					inventory		Religion	Religião	It is currently substr, but it may need to be promoted to Scope. (e.g., Cook Book or Cooking)	
Items	Book/Book_Religion	name	0	0	1	0	0	ignore	Items/Books/Book_Religion	tres					rotated		Religion	Religião	It is currently substr, but it may need to be promoted to Scope. (e.g., Cook Book or Cooking)	
Items	Book/Book_Religion	name	0	0	1	0	0	ignore	Items/Books/Book_Religion	tres					equipment		Religion	Religião	It is currently substr, but it may need to be promoted to Scope. (e.g., Cook Book or Cooking)	
Items	Book/Book_Religion	name	0	0	1	0	0	ignore	Items/Books/Book_Religion	tres					display		Religion	Religião	It is currently substr, but it may need to be promoted to Scope. (e.g., Cook Book or Cooking)	
Items	Book/Book_Religion	type	0	0	1	0	0	ignore	Items/Books/Book_Religion	tres					type		Literature	Literatura		
Items	Clothing	type	0	0	1	0	0	substr									Clothing	Roupas		
Items	Clothing/Beanie_Flame	name	0	0	1	0	0	substr	Items/Clothing/Beanie_Flame/Beanie_Flame	tres					name		Flame Beanie	Gorro Flame		
Items	Clothing/Beanie_Flame	name	0	0	1	0	0	ignore	Items/Clothing/Beanie_Flame/Beanie_Flame	tres					inventory		Flame Beanie	Gorro Flame		
Items	Clothing/Beanie_Flame	name	0	0	1	0	0	ignore	Items/Clothing/Beanie_Flame/Beanie_Flame	tres					rotated		Flame Beanie	Gorro Flame		
Items	Clothing/Beanie_Flame	name	0	0	1	0	0	substr	Items/Clothing/Beanie_Flame/Beanie_Flame	tres					equipment		F. Beanie	F. Gorro		
Items	Clothing/Beanie_Flame	name	0	0	1	0	0	ignore	Items/Clothing/Beanie_Flame/Beanie_Flame	tres					display		F. Beanie	F. Gorro		
Items	Clothing/Beanie_Flame	type	0	0	1	0	0	ignore	Items/Clothing/Beanie_Flame/Beanie_Flame	tres					type		Clothing	Roupas		
Items	Clothing/Boots_Combat	name	0	0	1	0	0	substr	Items/Clothing/Boots_Combat/Boots_Combat	tres					name		Combat Boots	Botas militares		
Items	Clothing/Boots_Combat	name	0	0	1	0	0	ignore	Items/Clothing/Boots_Combat/Boots_Combat	tres					inventory		Combat Boots	Botas militares		
Items	Clothing/Boots_Combat	name	0	0	1	0	0	ignore	Items/Clothing/Boots_Combat/Boots_Combat	tres					rotated		Combat Boots	Botas militares		
Items	Clothing/Boots_Combat	name	0	0	1	0	0	substr	Items/Clothing/Boots_Combat/Boots_Combat	tres					equipment		C. Boots	C. Botas		
Items	Clothing/Boots_Combat	type	0	0	1	0	0	ignore	Items/Clothing/Boots_Combat/Boots_Combat	tres					type		Clothing	Roupas		
Items	Clothing/Cap_M62	name	0	0	1	0	0	substr	Items/Clothing/Cap_M62/Cap_M62	tres					name		M62 Cap	Boné M62		
Items	Clothing/Cap_M62	name	0	0	1	0	0	ignore	Items/Clothing/Cap_M62/Cap_M62	tres					inventory		M62 Cap	Boné M62		
Items	Clothing/Cap_M62	name	0	0	1	0	0	ignore	Items/Clothing/Cap_M62/Cap_M62	tres					rotated		M62 Cap	Boné M62		
Items	Clothing/Cap_M62	name	0	0	1	0	0	ignore	Items/Clothing/Cap_M62/Cap_M62	tres					equipment		M62 Cap	Boné M62		
Items	Clothing/Cap_M62	name	0	0	1	0	0	ignore	Items/Clothing/Cap_M62/Cap_M62	tres					display		M62 Cap	Boné M62		
Items	Clothing/Cap_M62	type	0	0	1	0	0	ignore	Items/Clothing/Cap_M62/Cap_M62	tres					type		Clothing	Roupas		
Items	Clothing/Fleece_Tactical_Brown	name	0	0	1	0	0	substr	Items/Clothing/Fleece_Tactical_Brown/Fleece_Tactical_Brown	tres					name		Tactical Fleece (Brown)	Polar Tático (Castanho)		
Items	Clothing/Fleece_Tactical_Brown	name	0	0	1	0	0	substr	Items/Clothing/Fleece_Tactical_Brown/Fleece_Tactical_Brown	tres					inventory		T. Fleece	T. Fleece		
Items	Clothing/Fleece_Tactical_Brown	name	0	0	1	0	0	ignore	Items/Clothing/Fleece_Tactical_Brown/Fleece_Tactical_Brown	tres					rotated		T. Fleece	T. Fleece		
Items	Clothing/Fleece_Tactical_Brown	name	0	0	1	0	0	ignore	Items/Clothing/Fleece_Tactical_Brown/Fleece_Tactical_Brown	tres					equipment		T. Fleece	T. Fleece		
Items	Clothing/Fleece_Tactical_Brown	name	0	0	1	0	0	ignore	Items/Clothing/Fleece_Tactical_Brown/Fleece_Tactical_Brown	tres					display		T. Fleece	T. Fleece		
Items	Clothing/Fleece_Tactical_Brown	type	0	0	1	0	0	ignore	Items/Clothing/Fleece_Tactical_Brown/Fleece_Tactical_Brown	tres					type		Clothing	Roupas		
Items	Clothing/Fleece_Tactical_Green	name	0	0	1	0	0	substr	Items/Clothing/Fleece_Tactical_Green/Fleece_Tactical_Green	tres					name		Tactical Fleece (Green)	Polar Tático (Verde)		
Items	Clothing/Fleece_Tactical_Green	name	0	0	1	0	0	ignore	Items/Clothing/Fleece_Tactical_Green/Fleece_Tactical_Green	tres					inventory		T. Fleece	T. Fleece		
Items	Clothing/Fleece_Tactical_Green	name	0	0	1	0	0	ignore	Items/Clothing/Fleece_Tactical_Green/Fleece_Tactical_Green	tres					rotated		T. Fleece	T. Fleece		
Items	Clothing/Fleece_Tactical_Green	name	0	0	1	0	0	ignore	Items/Clothing/Fleece_Tactical_Green/Fleece_Tactical_Green	tres					equipment		T. Fleece	T. Fleece		
Items	Clothing/Fleece_Tactical_Green	name	0	0	1	0	0	ignore	Items/Clothing/Fleece_Tactical_Green/Fleece_Tactical_Green	tres					display		T. Fleece	T. Fleece		
Items	Clothing/Fleece_Tactical_Green	type	0	0	1	0	0	ignore	Items/Clothing/Fleece_Tactical_Green/Fleece_Tactical_Green	tres					type		Clothing	Roupas		
Items	Clothing/Gloves_Leather	name	0	0	1	0	0	substr	Items/Clothing/Gloves_Leather/Gloves_Leather	tres					name		Leather Gloves	Luvas de couro		
Items	Clothing/Gloves_Leather	name	0	0	1	0	0	substr	Items/Clothing/Gloves_Leather/Gloves_Leather	tres					inventory		L. Gloves	L. Luvas		
Items	Clothing/Gloves_Leather	name	0	0	1	0	0	ignore	Items/Clothing/Gloves_Leather/Gloves_Leather	tres					rotated		L. Gloves	L. Luvas		
Items	Clothing/Gloves_Leather	name	0	0	1	0	0	ignore	Items/Clothing/Gloves_Leather/Gloves_Leather	tres					equipment		L. Gloves	L. Luvas		
Items	Clothing/Gloves_Leather	name	0	0	1	0	0	ignore	Items/Clothing/Gloves_Leather/Gloves_Leather	tres					display		L. Gloves	L. Luvas		
Items	Clothing/Gloves_Leather	type	0	0	1	0	0	ignore	Items/Clothing/Gloves_Leather/Gloves_Leather	tres					type		Clothing	Roupas		
Items	Clothing/Gloves_Work	name	0	0	1	0	0	substr	Items/Clothing/Gloves_Work/Gloves_Work	tres					name		Work Gloves	Luvas de trabalho		
Items	Clothing/Gloves_Work	name	0	0	1	0	0	substr	Items/Clothing/Gloves_Work/Gloves_Work	tres					inventory		W. Gloves	W. Luvas		
Items	Clothing/Gloves_Work	name	0	0	1	0	0	ignore	Items/Clothing/Gloves_Work/Gloves_Work	tres					rotated		W. Gloves	W. Luvas		
Items	Clothing/Gloves_Work	name	0	0	1	0	0	ignore	Items/Clothing/Gloves_Work/Gloves_Work	tres					equipment		W. Gloves	W. Luvas		
Items	Clothing/Gloves_Work	name	0	0	1	0	0	ignore	Items/Clothing/Gloves_Work/Gloves_Work	tres					display		W. Gloves	W. Luvas		
Items	Clothing/Gloves_Work	type	0	0	1	0	0	ignore	Items/Clothing/Gloves_Work/Gloves_Work	tres					type		Clothing	Roupas		
Items	Clothing/Hat_Mosquito	name	0	0	1	0	0	substr	Items/Clothing/Hat_Mosquito/Hat_Mosquito	tres					name		Mosquito Hat	Chapéu contra mosquitos		
Items	Clothing/Hat_Mosquito	name	0	0	1	0	0	ignore	Items/Clothing/Hat_Mosquito/Hat_Mosquito	tres					inventory		Mosquito Hat	Chapéu contra mosquitos		
