WHERE	SUB	KIND	untranslatable	method	filename	filetype	location	parent	name	type	property	unique_id	text	translation	DESCRIPTION	Comments	max_length
Inventory	Tasks	ToolTip	0	ignore	Scripts/Task	gd			addButton.text	literal		240	Added				
Inventory	Tasks	String	0	substr	Scripts/Task	gd			removeButton.text	literal		235	Remove	Entfernen			
Inventory	Tasks	String	0	substr	Scripts/Task	gd			addButton.text	literal		247	Completed	Abgeschlossen			
Inventory	Tasks	String	0	substr	Scripts/Task	gd			addButton.text	literal		254	Add to Notes	Zu den Notizen hinzufügen			
Inventory	Item/Ammo	ToolTip	0	pattern	Scripts/Tooltip	gd			penetration.get_child(0).text	concat		148	Level {str}	Level {str}			
Inventory	Item/Armor	ToolTip	0	ignore	Scripts/Tooltip	gd			protection.get_child(0).text	concat		169	Level {str}				
Inventory	Item/Armor	ToolTip	0	ignore	Scripts/Tooltip	gd			protection.get_child(0).text	concat		177	Level {str}				
Inventory	Item/Food	Button	0	substr	Scripts/Context	gd			useButton.text	literal		41	Frozen	Gefroren	Use button will be replaced for frozen consumable items (instead use button)		
Inventory	Weapon	Button	0	pattern	Scripts/Context	gd			removeButton.text	concat		125	Remove ({display})	Remove ({display})	Remove Attachments		
HUD	Transition	String	0	substr	Scripts/HUD	gd			detailsHint.text	literal		107	Permadeath Zone	Permadeath-Zone			
HUD	Door	String	0	substr									[Open]	[Öffnen]			
HUD	Door	String	0	pattern	Scripts/HUD	gd			detailsHint.text	concat		111	Unlock with {name}	Unlock with {name}			
HUD	Door	String	0	pattern	Scripts/Door	gd			gameData.tooltip	concat		131	Open with {name}	Open with {name}			
HUD	Door	String	0	substr	Scripts/Door	gd			gameData.tooltip	literal		133	Door [Jammed]	Tür [klemmt]			
HUD	Door	String	0	substr	Scripts/Door	gd			gameData.tooltip	literal		135	Door [Occupied]	Tür [Besetzt]			
HUD	Door	String	0	substr	Scripts/Door	gd			gameData.tooltip	literal		138	Door [Close]	Tür [Schließen]			
HUD	Door	String	0	substr	Scripts/Door	gd			gameData.tooltip	literal		140	Door [Open]	Tür [Offen]			
HUD	Container	String	0	pattern	Scripts/LootContainer	gd			gameData.tooltip	concat		142	{containerName} [Locked]	{containerName} [Locked]			
HUD	Container	String	0	pattern	Scripts/LootContainer	gd			gameData.tooltip	concat		144	{containerName} [Open]	{containerName} [Open]			
HUD	Shelter	String	0	substr	Scripts/Bed	gd			gameData.tooltip	literal		52	Sleep (Random sleep: 6-12h)	Schlaf (Zufällige Schlafdauer: 6–12 Stunden)			
HUD	Electronics	String	0	substr	Scripts/Switch	gd			gameData.tooltip	literal		33	Turn Off	Ausschalten			
HUD	Electronics	String	0	substr	Scripts/Switch	gd			gameData.tooltip	literal		35	Turn On	Einschalten			
HUD	Electronics	String	0	substr	Scripts/Radio	gd			gameData.tooltip	literal		62	Radio [Turn Off]	Radio [Ausschalten]			
HUD	Electronics	String	0	substr	Scripts/Radio	gd			gameData.tooltip	literal		64	Radio [Turn On]	Radio [Einschalten]			
HUD	Electronics	String	0	substr	Scripts/Television	gd			gameData.tooltip	literal		27	Television [Turn Off]	Fernseher [Ausschalten]			
HUD	Electronics	String	0	substr	Scripts/Television	gd			gameData.tooltip	literal		29	Television [Turn On]	Fernseher [Einschalten]			
HUD	Cat	String	0	substr	Scripts/CatRescue	gd			gameData.tooltip	literal		35	Rescue Cat	Rettungskatze			
HUD	Cat	String	0	substr	Scripts/CatFeeder	gd			gameData.tooltip	literal		55	Cat is eating, do not disturb	Die Katze frisst gerade, bitte nicht stören			
HUD	Cat	String	1	ignore	Scripts/CatFeeder	gd			gameData.tooltip	concat		57	Feed cat:\n[{CreateFeedString}]				
HUD		String	0	substr	Scripts/Fuel	gd			gameData.tooltip	literal		11	Fuel Tank [89%]	Kraftstofftank [89 %]	Maybe not updated yet (hard-coded)		
HUD		String	0	pattern									Fuel Tank [{percent}%]	Fuel Tank [{percent}%]	Maybe not updated yet (hard-coded)		
HUD	Cat	String	0	substr									Feed cat:	Katzenfutter:			
Furniture	Furniture	String	0	pattern	Scripts/Item	gd			amount.text	concat		405	Items: {str}	Items: {str}			
